,src_english,trg_french
25339,A group of people are conversing while a man in a white shirt takes notes.,Un groupe de personnes discutent tandis qu'un homme en chemise blanche prend des notes.
25340,A group of men are holding a meeting.,Un groupe d'hommes font une réunion.
25341,"The pitcher on the mound, number 46, is poised for his next pitch.","Le lanceur sur le monticule, avec le numéro 46, est positionné pour son prochain lancer."
25342,"A baseball player, wearing red, diving to catch a ball.",Un joueur de baseball vêtu de rouge plongeant pour attraper une balle.
25343,A baseball player in blue tags a player in red out.,Un joueur de baseball en bleu touche un joueur en rouge.
25344,A woman with green hair hula hoops before a crowd.,Une femme aux cheveux verts fait du hula hoop devant une foule.
25345,A young girl with blond-hair peering through a microscope.,Une jeune fille blonde regardant dans un microscope.
25346,Women in black coat waits on laundry while reading newspaper.,Une femme en manteau noir attend dans une laverie tout en lisant le journal.
25347,A man is sitting in his chair in an office while putting on a red fleece sweater,Un homme est assis sur sa chaise dans un bureau tandis qu'il enfile un pull en laine rouge
25348,An older man is playing a guitar while on stage.,Un vieil homme joue de la guitare sur scène.
25349,A man and a woman are setting up a dining room.,Un homme et une femme préparent une salle à manger.
25350,A man participates in an ancient ritual dance.,Un homme participe à une ancienne danse rituelle.
25351,A man in a blue jersey and red hat is about to throw a baseball.,Un homme en maillot bleu et casquette rouge est sur le point de lancer une balle de base-ball.
25352,Three men work at a construction site.,Trois hommes travaillent sur un chantier.
25353,A baseball player sliding into home as the opposing team's catcher awaits the baseball for the out.,Un joueur de baseball glissant sur la base de départ tandis que le receveur de l'équipe adverse attend la balle pour le retrait.
25354,A baseball player with a red helmet is hitting a baseball.,Un joueur de baseball avec un casque rouge frappe une balle de baseball.
25355,"African grocery market, with lady shopping for vegetables and fruits.","Un marché alimentaire africain, avec une dame achetant des fruits et légumes."
25356,A young girl blows a huge bubble on her back porch.,Une jeune fille fait une énorme bulle sur la terrasse derrière sa maison.
25357,Several men in white chef's jackets work in a kitchen.,Plusieurs hommes en tenues de cuisinier blanches travaillent dans une cuisine.
25358,A bull is running towards a red cloth.,Un taureau court vers un drap rouge.
25359,A dead bull is being pulled out of an arena by horses.,Un taureau mort est tiré hors d'une arène par des chevaux.
25360,A person with long hair is sitting on a purple couch.,Une personne aux longs cheveux est assise sur un canapé violet.
25361,A man with a backpack on is waited on at a deli counter by a clerk with a black hat.,Un homme avec un sac à dos est attendu à un comptoir de charcuterie par un employé avec une casquette noire.
25362,A group of people walk up a sloping trail lined with trees.,Un groupe de personnes gravissant un sentier en pente bordé d'arbres.
25363,Eight young women perform a cheerleading dance on a court.,Huit jeunes femmes effectuant une danse de pom-pom girls sur un terrain.
25364,The man in the white shirt is praying in public.,L'homme en chemise blanche prie en public.
25365,"Person in white shirt and blue jeans, holding hand out with an empty cup in the other, and a liquid mess on the ground.","Une personne en T-shirt blanc et jean, tendant une main avec un gobelet vide dans l'autre, et du liquide renversé par terre."
25366,Long line of people waiting to get into The Magpie Cafe.,"Une longue file de personnes attendant pour entrer dans le ""Magpie Cafe""."
25367,A shirtless man is in midair with a skateboard beneath him.,Un homme torse nu est en l'air avec un skateboard en-dessous de lui.
25368,Individuals sit contently on park benches under newly blossoming trees in an urban area.,"Des personnes heureuses sont assises sur des bancs dans un parc, sous des arbres nouvellement fleuris dans une zone urbaine."
25369,Two women are at ATMs getting money out and the lady on the left has two children.,Deux femmes sont à un guichet automatique en train de retirer de l'argent et la dame sur la gauche a deux enfants.
25370,A man is taking pictures on his phone of stone figurines while his dog looks on.,"Un homme prend des photos de figurines en pierre avec son téléphone, tandis que son chien regarde."
25371,A young couple riding on a bus with the boy's arm around the girl.,Un jeune couple dans un bus avec le bras du garçon autour de la fille.
25372,A small boy is walking through the forrest.,Un petit garçon se promène dans la forêt.
25373,People are riding an escalator up and down a subway station tunnel.,Des gens montent et descendent un escalator dans un tunnel de station de métro.
25374,A woman is performing a native dance in front of a band.,Une femme effectue une danse traditionnelle devant un groupe.
25375,"A woman in ethnic attire is kneeling on the ground, arching her back in a dance position.","Une femme en tenue ethnique est à genoux par terre, voûtant son dos dans une position de danse."
25376,Four people wearing black leotards dancing on a beach.,Quatre personnes vêtues de justaucorps noirs dansant sur une plage.
25377,Three Kids up close on the beach with more people in the background.,Trois enfants proches sur la plage avec plus de monde en arrière-plan.
25378,People enjoying a nice game of bowling.,Des gens s'amusant lors d'une belle partie de bowling.
25379,A mysterious man is leaning against the white wall of a dimly lit tunnel.,Un homme mystérieux est appuyé contre le mur blanc d'un tunnel faiblement éclairé.
25380,A man is on a bucking bull at the Rodeo.,Un homme est sur un taureau faisant une ruade lors d'un rodéo.
25381,A black woman peering through a telescope with several people in the background in the park.,Une femme noire regardant dans un télescope avec plusieurs personnes en arrière-plan dans le parc.
25382,A man is looking at the moon throw a telescope at dusk.,Un homme regarde la lune à travers un télescope au crépuscule.
25383,Two Asian men sit down and look at something that is out of view of the photograph.,Deux hommes asiatiques sont assis et regardent quelque chose qui n'est pas sur la photo.
25384,An young overweight male pitches a ball.,Un jeune homme en surpoids lance une balle.
25385,An older white man with glasses works on a metalworking task on an anvil.,Un homme blanc âgé avec des lunettes travaille un métal sur une enclume.
25386,Three construction workers completing the foundation for a driveway.,Trois ouvriers du bâtiment terminant les bases d'une allée.
25387,A lady wearing a red hat is fishing in a quiet and peaceful lake.,Une dame portant une casquette rouge pêche dans un lac paisible et tranquille.
25388,A woman in a dress hanging laundry up on a clothesline outside in her yard.,Une femme en robe mettant du linge à sécher sur une corde à linge dehors dans sa cour.
25389,A young woman is painting the wall of a room with bright orange-red paint.,Une jeune femme peint le mur d'une pièce avec de la peinture rouge-orangé vif.
25390,A man presses some sort of dough-like food between two wooden paddles.,Un homme presse une sorte de pâte entre deux palettes en bois.
25391,"A woman, with dark hair in a braid, who is smiling as a group of pigeons fly around her.","Une femme, avec des cheveux foncés et une natte, qui sourit tandis qu'un groupe de pigeons volent autour d'elle."
25392,A man is driving past a truck hauling vehicles.,Un homme en voiture passe devant un camion transportant des véhicules.
25393,A man with a gray shirt with the tag bombardier is using an orange flashlight.,"Un homme avec un polo gris où est écrit ""Bombardier"" utilise une lampe de poche orange."
25394,A group works on a project involving a piano and has 53:11 remaining.,Un groupe travaille sur un projet impliquant un piano et il lui reste 53:11.
25395,A group of people with white face makeup gathered around a table with some people playing instruments in front of a truck in the background.,"Un groupe de personnes avec le visage maquillé en blanc réunies autour d'une table, avec des personnes jouant sur des instruments devant un camion en arrière-plan."
25396,There is a carpenter measuring a board.,Il y a un menuisier mesurant une planche.
